Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"def context(self) -> ""Context"":
        
        # First try instance context
        [IF_MASK]
            return self._context

        try:
            # Fall back to global context if available
            from mcp_agent.core.context import get_current_context

            return get_current_context()
        except Exception as e:
            raise RuntimeError(
                f""No context available for {self.__class__.__name__}. ""
                ""Either initialize MCPApp first or pass context explicitly.""
            ) from e",false,        if self._context is not None:,ĠĠĠĠĠĠĠ Ġif Ġself ._ is _ name : ( self . is _ name ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def update_presigned_url(self, presigned_url, base_url):
        
        #To Do: If Proxy URL has domain name how do we handle such cases
        
        presigned_parts = urlparse(presigned_url)
        base_parts = urlparse(base_url)
        # Check if base_url contains localhost or an IP address
        [IF_MASK]
            new_netloc = base_parts.hostname  # Extract domain from base_url
            if base_parts.port:  # Add port if present in base_url
                new_netloc += f"":{base_parts.port}""
            updated_parts = presigned_parts._replace(netloc=new_netloc)
            return urlunparse(updated_parts)
        return presigned_url",false,"        if re.match(r'^(localhost|\d{1,3}(\.\d{1,3}){3})$', base_parts.hostname):","ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ' is _ name '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def resolve(self, override: ModelSettings | None) -> ModelSettings:
        
        [IF_MASK]
            return self

        changes = {
            field.name: getattr(override, field.name)
            for field in fields(self)
            if getattr(override, field.name) is not None
        }
        return replace(self, **changes)",false,        if override is None:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name : name,100.0
"def _format_child_blocks(
        self, block_content: dict, block: dict, block_type: str, page_breadcrumbs: List[Breadcrumb]
    ) -> str:
        
        [IF_MASK]
            title = block_content.get(""title"", ""Untitled Page"")
            return f""馃搫 **[{title}]** (Child Page)""
        else:  # child_database
            return self._format_child_database_block(block_content, block, page_breadcrumbs)",false,"        if block_type == ""child_page"":","ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ"" name '): '): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):",100.0
"def get_api_version(cls) -> str:
        
        logger.debug(""Retrieving DeepSeek Azure API version from config"")
        provider_config = CONFIG.llm_endpoints.get(""deepseek_azure"")
        [IF_MASK]
            logger.debug(f""DeepSeek Azure API version: {provider_config.api_version}"")
            return provider_config.api_version
        logger.warning(""DeepSeek Azure API version not found in config"")
        return None",false,        if provider_config and provider_config.api_version:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ):,100.0
"def _update_analyze_status_failed(self, doc_id: int) -> None:
        
        try:
            with self._repository._db.session() as session:
                document = session.get(self._repository.model, doc_id)
                [IF_MASK]
                    document.analyze_status = ProcessStatus.FAILED
                    session.commit()
                    logger.debug(f""Updated analyze status for document {doc_id} to FAILED"")
                else:
                    logger.warning(f""Document not found with id: {doc_id}"")
        except Exception as e:
            logger.error(f""Error updating document analyze status: {str(e)}"")",false,                if document:,ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ id : ( self . get _ id ): ): ):,100.0
"def matches(self, uri: str) -> dict[str, Any] | None:
        
        # Convert template to regex pattern
        pattern = self.uri_template.replace(""{"", ""(?P<"").replace(""}"", "">[^/]+)"")
        match = re.match(f""^{pattern}$"", uri)
        [IF_MASK]
            return match.groupdict()
        return None",false,        if match:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ name ):,100.0
"def _retry_if_not_cancelled_and_failed(retry_state):
    
    [IF_MASK]
        exception = retry_state.outcome.exception()
        # Don't retry on CancelledError
        if isinstance(exception, asyncio.CancelledError):
            logger.debug(""Operation was cancelled, not retrying"")
            return False
        # Retry on network related errors
        if isinstance(
            exception, httpx.HTTPError | ConnectionError | ValueError | TimeoutError
        ):
            logger.warning(f""Network error occurred: {exception}, will retry"")
            return True
    # Don't retry on success
    return False",false,    if retry_state.outcome.failed:,"ĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ"" x '): 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 ): 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1",100.0
"def validate_config_values(self):
        
        for key, value in self.__dict__.items():
            [IF_MASK]
                raise ValueError(f""Value for '{key}' must not be a dictionary (depth 0 only)"")
        return self",false,"            if isinstance(value, dict):",ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ key ( value ): ( self . get _ key ): ): ( self . get _ key ): ): ): ): ): ): ): ): ): ): ( self . get _ key ): ): ): ): ):,100.0
"def save_report(report, filename=None):
    
    [IF_MASK]
        filename = f""test_report_{datetime.now().strftime('%Y%m%d_%H%M%S')}.txt""
    with open(filename, 'w') as file:
        file.write(report)
    print(f""Report saved to {os.path.abspath(filename)}"")",false,    if filename is None:,ĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def initialize_cache(self, num_gpu_blocks: int, num_cpu_blocks: int) -> None:
        

        # NOTE: We log here to avoid multiple logs when number of workers is
        # greater than one. We could log in the engine, but not all executors
        # have GPUs.
        logger.info(""# GPU blocks: %d, # CPU blocks: %d"", num_gpu_blocks, num_cpu_blocks)

        self.cache_config.num_gpu_blocks = num_gpu_blocks
        self.cache_config.num_cpu_blocks = num_cpu_blocks

        [IF_MASK]
            print(
                f'before init cache memory allocated: {torch.cuda.memory_allocated() / 1e9}GB, reserved: {torch.cuda.memory_reserved() / 1e9}GB'
            )
        self.worker.initialize_cache(num_gpu_blocks=num_gpu_blocks, num_cpu_blocks=num_cpu_blocks)
        if torch.distributed.get_rank() == 0:
            print(
                f'after init cache memory allocated: {torch.cuda.memory_allocated() / 1e9}GB, reserved: {torch.cuda.memory_reserved() / 1e9}GB'
            )",false,        if torch.distributed.get_rank() == 0:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ key ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def get_db_context():
    
    [IF_MASK]
        raise HTTPException(
            status_code=status.HTTP_500_INTERNAL_SERVER_ERROR,
            detail=""Database manager not initialized"",
        )
    try:
        yield _db_manager
    except Exception as e:
        logger.error(f""Database operation failed: {str(e)}"")
        raise HTTPException(
            status_code=status.HTTP_500_INTERNAL_SERVER_ERROR,
            detail=""Database operation failed"",
        ) from e",false,    if not _db_manager:,"ĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id , Ġ"" user '): ): ): ): ): ): ): ): ): ): ): ): ):",100.0
"def get_processor(cls, file_type: FileType) -> Type[BaseFileProcessor]:
        
        [IF_MASK]
            cls.init()
        print(f""Current registered processors: {cls._processors}"")
        if file_type not in cls._processors:
            raise ValueError(f""No processor found for {file_type}"")
        return cls._processors[file_type]",false,        if not cls._initialized:,"ĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ"" 0 , Ġ"" 0 ): path '): ( self . path ): ): ): ): ): ): ): ): ( self . path ):",100.0
"def tf_roll_out(
    agent: Agent, env: ScriptBrowserEnv, config_file: str
) -> list[Any]:
    
    obs, state_info = env.reset(options={""config_file"": config_file})

    trajectory: list[Any] = [{""observation"": obs, ""info"": state_info}]
    while True:
        action = agent.next_action(
            trajectory=trajectory, intent="""", meta_data={}
        )
        trajectory.append(action)
        [IF_MASK]
            break

        # preceed to next action
        obs, reward, terminated, truncated, info = env.step(action)
        state_info = {""observation"": obs, ""info"": info}
        trajectory.append(state_info)

    return trajectory",false,"        if action[""action_type""] == ActionTypes.STOP:",ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ path ): ( self . is _ path ): ): ): ): ):,100.0
"def show_permission_dialog(code: str, action_description: str):
    
    [IF_MASK]
        result = os.system(
            f'osascript -e \'display dialog ""Do you want to execute this action?\n\n{code} which will try to {action_description}"" with title ""Action Permission"" buttons {{""Cancel"", ""OK""}} default button ""OK"" cancel button ""Cancel""\''
        )
        return result == 0
    elif platform.system() == ""Linux"":
        result = os.system(
            f'zenity --question --title=""Action Permission"" --text=""Do you want to execute this action?\n\n{code}"" --width=400 --height=200'
        )
        return result == 0
    return False",false,"    if platform.system() == ""Darwin"":","ĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" data "": "" Ġin Ġ"" data "": path ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):",100.0
"def __launch_kwargs(self):
        
        launch_kwargs = {'headless': self.headless, 'ignore_default_args': self.harmful_default_args, 'channel': 'chrome' if self.real_chrome else 'chromium'}
        [IF_MASK]
            launch_kwargs.update({'args': self.__set_flags(), 'chromium_sandbox': True})

        return launch_kwargs",false,        if self.stealth:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ id : ( self . is _ id ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): Ġand Ġself . is _ id ): ): ):,100.0
"def clean_response(cls, content: str) -> Dict[str, Any]:
        
        cleaned = re.sub(r""```(?:json)?\s*"", """", content).strip()
        match = re.search(r""(\{.*\})"", cleaned, re.S)
        [IF_MASK]
            logger.error(""Failed to parse JSON from content: %r"", content)
            raise ValueError(""No JSON object found in response"")
        return json.loads(match.group(1))",false,        if not match:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ( self . is _ name ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def make_request(prompt):
    
    payload = {""input"": prompt}
    
    try:
        response = requests.post(
            API_URL,
            json=payload,
            stream=True
        )
        
        print(f""\nMaking request with prompt: '{prompt}'\n"")
        print(""Raw response:"")
        for line in response.iter_lines():
            [IF_MASK]
                print(line.decode('utf-8'))
                
    except Exception as e:
        print(f""Error making request: {e}"")",false,            if line:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ"" s ): 1 "": 1 "": 1 "": 1 "": 1 "": 1 '): ( x . get ( x . get ( x . get ( x . get ( x . get ( x . get ( x . get ( x . get ( x",100.0
"def _merge_audio(files, output: str) -> bool:
    
    try:
        # Create an empty audio segment
        combined = AudioSegment.empty()
        silence = AudioSegment.silent(duration=100)  # 100ms silence
        
        # Add audio files one by one
        for file in files:
            audio = AudioSegment.from_wav(file)
            combined += audio + silence
        combined += silence
        combined.export(output, format=""wav"", parameters=[""-acodec"", ""pcm_s16le"", ""-ar"", ""16000"", ""-ac"", ""1""])
        
        [IF_MASK]
            rprint(f""[red]Output file size is 0"")
            return False
            
        rprint(f""[green]Successfully merged audio files"")
        return True
        
    except Exception as e:
        rprint(f""[red]Failed to merge audio: {str(e)}"")
        return False",false,        if os.path.getsize(output) == 0:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ"" 0 ): path '): ( x '): 1 ): 1 ): 1 ): 1 ): 1 ): 1 ): 1 ): 1 '): 1 ): 1 ): 1 ): 1 ): 1 ): 1 '): 1 ):",100.0
"def pop_context():
    
    [IF_MASK]
        if logger.isEnabledFor(logging.DEBUG):
            logger.debug(f""Popping context for atom {ctx.atom_name}"")
        _context_stack.pop()
    else:
        logger.warning(""[DAG] Attempted to pop context, but stack was empty"")",false,    if _context_stack:,"ĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ( self . name , Ġ"" name '):",100.0
"def remove_obsolete_ckpt(path: str, global_step: int, save_limit: int = -1, directory_format: str = ""global_step_{}""):
    
    [IF_MASK]
        return

    if not os.path.exists(path):
        return

    pattern = re.escape(directory_format).replace(r""\{\}"", r""(\d+)"")
    ckpt_folders = []
    for folder in os.listdir(path):
        if match := re.match(pattern, folder):
            step = int(match.group(1))
            if step < global_step:
                ckpt_folders.append((step, folder))

    ckpt_folders.sort(reverse=True)
    for _, folder in ckpt_folders[save_limit - 1 :]:
        folder_path = os.path.join(path, folder)
        shutil.rmtree(folder_path, ignore_errors=True)
        print(f""Removed obsolete checkpoint: {folder_path}"")",false,    if save_limit <= 0:,ĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def _get_endpoint_config(self):
        
        endpoint_config = CONFIG.retrieval_endpoints.get(self.endpoint_name)
        
        [IF_MASK]
            error_msg = f""No configuration found for endpoint {self.endpoint_name}""
            logger.error(error_msg)
            raise ValueError(error_msg)
        
        # Verify this is a Qdrant endpoint
        if endpoint_config.db_type != ""qdrant"":
            error_msg = f""Endpoint {self.endpoint_name} is not a Qdrant endpoint (type: {endpoint_config.db_type})""
            logger.error(error_msg)
            raise ValueError(error_msg)
            
        return endpoint_config",false,        if not endpoint_config:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . name , Ġ"" name '): name '): name '): name '): name '): name '): name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "": name "":",100.0
"def _safe_save(self, output_dir: str):
        
        [IF_MASK]
            torch.cuda.synchronize()
            self.save_model(output_dir)
            return
    
        state_dict = self.model.state_dict()
        if self.args.should_save:
            cpu_state_dict = {
                key: value.cpu()
                for key, value in state_dict.items()
            }
            del state_dict
            self._save(output_dir, state_dict=cpu_state_dict)",false,        if self.deepspeed:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ key ): ):,100.0
"def validate_fold_input(fold_input: folding_input.Input):
  
  for i, chain in enumerate(fold_input.protein_chains):
    [IF_MASK]
      raise ValueError(f'Protein chain {i + 1} is missing unpaired MSA.')
    if chain.paired_msa is None:
      raise ValueError(f'Protein chain {i + 1} is missing paired MSA.')
    if chain.templates is None:
      raise ValueError(f'Protein chain {i + 1} is missing Templates.')
  for i, chain in enumerate(fold_input.rna_chains):
    if chain.unpaired_msa is None:
      raise ValueError(f'RNA chain {i + 1} is missing unpaired MSA.')",false,    if chain.unpaired_msa is None:,"ĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ' x '): Ġos . has _ path ): : : : : : : : : : Ġand Ġnot Ġin : 1 : 1 : 1 : 1 : 1 : 1 : 1 :",100.0
"def get_unrealspeech_skill(
    name: str,
    store: SkillStoreABC,
) -> UnrealSpeechBaseTool:
    
    [IF_MASK]
        if name not in _cache:
            _cache[name] = TextToSpeech(
                skill_store=store,
            )
        return _cache[name]
    else:
        raise ValueError(f""Unknown UnrealSpeech skill: {name}"")",false,"    if name == ""text_to_speech"":","ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġbasestring ): name ): name : name : name : name : name : name : name : name : name : 1 : name : name : name : 1 : name : name : name :",100.0
"def handle_money(m: re.Match[str]) -> str:
    

    bill = ""dollar"" if m.group(2) == ""$"" else ""pound""
    coin = ""cent"" if m.group(2) == ""$"" else ""pence""
    number = m.group(3)

    multiplier = m.group(4)
    try:
        number = float(number)
    except:
        return m.group()

    [IF_MASK]
        number *= -1

    if number % 1 == 0 or multiplier != """":
        text_number = f""{INFLECT_ENGINE.number_to_words(conditional_int(number))}{multiplier} {INFLECT_ENGINE.plural(bill, count=number)}""
    else:
        sub_number = int(str(number).split(""."")[-1].ljust(2, ""0""))

        text_number = f""{INFLECT_ENGINE.number_to_words(int(round(number)))} {INFLECT_ENGINE.plural(bill, count=number)} and {INFLECT_ENGINE.number_to_words(sub_number)} {INFLECT_ENGINE.plural(coin, count=sub_number)}""

    return text_number",false,"    if m.group(1) == ""-"":","ĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ( self . is _ name ) Ġ== Ġ"" 0 :",100.0
"def print_model_size(model: nn.Module, name: Optional[str] = None) -> None:
    
    [IF_MASK]
        n_params, scale = _get_model_size(model, scale=""auto"")
        if name is None:
            name = model.__class__.__name__

        print(f""{name} contains {n_params:.2f}{scale} parameters."")",false,    if is_rank0():,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): ', Ġname '): ', Ġname '): ', Ġname '): ', Ġname '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def _sanitize_input(self, args: tuple, kwargs: dict) -> dict:
            

            def sanitize_value(value):
                [IF_MASK]
                    return value
                elif isinstance(value, list):
                    return [sanitize_value(item) for item in value]
                elif isinstance(value, dict):
                    return {key: sanitize_value(val) for key, val in value.items()}
                else:
                    return str(value)  # Convert non-standard types to string

            return {
                ""args"": [sanitize_value(arg) for arg in args],
                ""kwargs"": {key: sanitize_value(val) for key, val in kwargs.items()},
            }",false,"                if isinstance(value, (int, float, bool, str)):","ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" value '): value '): value '): value '): value '): value '): value '): value '): value '): value '): value '): value '): value '): value '): value '): ( value '): ( value '): ( value",100.0
"            def sanitize_value(value):
                [IF_MASK]
                    return value
                elif isinstance(value, list):
                    return [sanitize_value(item) for item in value]
                elif isinstance(value, dict):
                    return {key: sanitize_value(val) for key, val in value.items()}
                else:
                    return str(value)  # Convert non-standard types to string
",false,"                if isinstance(value, (int, float, bool, str)):","ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġbasestring ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ): value ):",100.0
"def cache_s3_files(dataset: Dataset, pdf_cache_location: str, num_proc: int = 32) -> Dataset:
    

    # Define the download function to use in parallel processing
    def cache_file(example):
        s3_path = example[""s3_path""]
        [IF_MASK]
            # Download the file and cache it locally
            local_path = _cache_s3_file(s3_path, pdf_cache_location)
            return {""local_pdf_path"": local_path}
        return {""local_pdf_path"": None}

    # Map the caching function to the dataset (with parallelism if needed)
    dataset = dataset.map(cache_file, num_proc=num_proc, load_from_cache_file=False)

    return dataset",false,        if s3_path:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"    def cache_file(example):
        s3_path = example[""s3_path""]
        [IF_MASK]
            # Download the file and cache it locally
            local_path = _cache_s3_file(s3_path, pdf_cache_location)
            return {""local_pdf_path"": local_path}
        return {""local_pdf_path"": None}
",false,        if s3_path:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def delete_integration_credential(mapper, connection, target):
    
    [IF_MASK]
        # Get the session
        session = Session.object_session(target)
        if session:
            # If we're in a session, use the session to delete the IntegrationCredential
            from airweave.models.integration_credential import IntegrationCredential

            credential = session.get(IntegrationCredential, target.integration_credential_id)
            if credential:
                session.delete(credential)
        else:
            # If we're not in a session, use the connection directly
            connection.execute(
                f""DELETE FROM integration_credential WHERE id = '{target.integration_credential_id}'""  # noqa: E501
            )",false,    if target.integration_credential_id:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id , Ġ' id '): '): '): '): '):",100.0
"def analyze_schema_types(filename: str) -> Counter:
    
    all_types = Counter()
    
    with open(filename) as f:
        for line in f:
            items = line.strip().split('\t')
            [IF_MASK]
                continue
            js = json.loads(items[1])
            try:
                all_types.update(extract_types(js))
            except json.JSONDecodeError:
                print(f""Warning: Could not parse JSON line: {line[:100]}..."")
                continue
            
    return all_types",false,            if (len(items) < 2):,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġbasestring ): path ): path ): path ): path ): path ): 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : ( x . path ):",100.0
"def create_default_config(self) -> bool:
        
        try:
            [IF_MASK]
                return True
                
            default_config = {
                ""mcpServers"": {},
                ""log_level"": ""INFO""
            }
            
            self.config_path.parent.mkdir(parents=True, exist_ok=True)
            with open(self.config_path, 'w') as f:
                json.dump(default_config, f, indent=2)
                
            logger.info(f""Created default configuration at {self.config_path}"")
            return True
            
        except Exception as e:
            logger.error(f""Error creating default configuration: {e}"")
            return False",false,            if self.config_path.exists():,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def save_fid_stats(paths, batch_size, device, dims, num_workers=1):
    
    [IF_MASK]
        raise RuntimeError(""Invalid path: %s"" % paths[0])

    if os.path.exists(paths[1]):
        raise RuntimeError(""Existing output file: %s"" % paths[1])

    block_idx = InceptionV3.BLOCK_INDEX_BY_DIM[dims]

    model = InceptionV3([block_idx]).to(device)

    print(f""Saving statistics for {paths[0]}"")

    m1, s1 = compute_statistics_of_path(paths[0], model, batch_size, dims, device, num_workers, flag=""ref"")
    np.savez_compressed(paths[1], mu=m1, sigma=s1)",false,    if not os.path.exists(paths[0]):,ĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def pytest_sessionfinish(session, exitstatus):
    
    cov_dir = os.path.abspath(""."")
    [IF_MASK]
        try:
            cov = coverage.Coverage()
            cov.combine(data_paths=[cov_dir], strict=True)
            cov.save()
        except Exception as e:
            print(f""Error combining coverage data: {e}"", file=sys.stderr)",false,"    if exitstatus == 0 and os.environ.get(""COVERAGE_PROCESS_START""):",ĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def _build_param_buffer(self, pp_rank):
        
        [IF_MASK]
            from verl.utils.memory_buffer import MemoryBuffer

            # The code here is very hard-coded, based on the following assumptions:
            # 1. `len(_this_rank_models) == 1`
            # 2. `_this_rank_models[0]` is a instance of `DistributedDataParallel` and `use_distributed_optimizer=True`
            # 3. Only bfloat16 data type is used in parameters
            source = self._this_rank_models[0].buffers[0].param_data
            self.memory_buffers[pp_rank] = {torch.bfloat16: MemoryBuffer(source.numel(), source.numel(), torch.bfloat16, source)}
        else:
            model = self.pp_models[pp_rank]
            weight_buffer_meta = get_weight_buffer_meta_from_module(model)
            self.memory_buffers[pp_rank] = build_memory_buffer(weight_buffer_meta)",false,        if pp_rank == self._pp_rank:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ( self . is _ id ): ):",100.0
"def MMMU_preproc(data):
    
    print(""Preprocessing MMMU dataset..."")
    cnt = 0
    As, Bs, Ans = list(data['A']), list(data['B']), list(data['answer'])
    lt = len(data)
    for i in range(lt):
        [IF_MASK]
            As[i] = Ans[i]
            Bs[i] = 'Other Answers'
            cnt += 1
    print(f'During MMMU_preproc in Evaluation, {cnt} open questions are re-formulated to multi-choice ones.')
    data['A'] = As
    data['B'] = Bs
    return data",false,        if pd.isna(As[i]):,ĠĠĠĠĠĠĠ Ġif Ġnot Ġin Ġself . is _ id : ( value ): ( value ): ( value ): ( value ): ( value ): ( value ): ( value ): ( value ): ( value ): ( value ): ( value ): ( value ): ( value ):,100.0
"def parse_expected_output(cls, v):
        
        [IF_MASK]
            try:
                return json.loads(v)
            except json.JSONDecodeError as e:
                logger.error(f""Error parsing expected_output: {str(e)}"")
                raise ValueError(""Invalid JSON format for expected_output"")
        return v",false,"        if isinstance(v, str):","ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id , Ġ"" user '): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):",100.0
"def get_latest_files(directory: str, file_types: list = ['.webm', '.zip']) -> Dict[str, Optional[str]]:
    
    latest_files: Dict[str, Optional[str]] = {ext: None for ext in file_types}

    [IF_MASK]
        os.makedirs(directory, exist_ok=True)
        return latest_files

    for file_type in file_types:
        try:
            matches = list(Path(directory).rglob(f""*{file_type}""))
            if matches:
                latest = max(matches, key=lambda p: p.stat().st_mtime)
                # Only return files that are complete (not being written)
                if time.time() - latest.stat().st_mtime > 1.0:
                    latest_files[file_type] = str(latest)
        except Exception as e:
            print(f""Error getting latest {file_type} file: {e}"")

    return latest_files",false,    if not os.path.exists(directory):,"ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . path , Ġbasestring ): : ( self . is _ name ): ( self . get ( self . get ( self . get ( self . get (",100.0
"def _trajectory_to_text(trajectory: Dict[str, Any]) -> str:
    
    text = ""AGENT TRAJECTORY\n"" + ""=""*50 + ""\n\n""
    
    # Add answers/responses
    [IF_MASK]
        for i, answer in enumerate(trajectory[""answer""]):
            text += f""STEP {i+1}:\n""
            text += f""Agent Response:\n{answer}\n\n""
    
    # Add parsed responses if available
    if ""parsed_response"" in trajectory and isinstance(trajectory[""parsed_response""], list):
        text += ""\nPARSED RESPONSES\n"" + ""-""*50 + ""\n\n""
        for i, parsed in enumerate(trajectory[""parsed_response""]):
            text += f""Step {i+1} Parsed:\n""
            for key, value in parsed.items():
                if value:
                    text += f""  {key}: {value}\n""
            text += ""\n""
    
    return text",false,"    if ""answer"" in trajectory and isinstance(trajectory[""answer""], list):","ĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" 1 ): 1 : ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): (",100.0
"def _run(self, **kwargs) -> str:
        
        [IF_MASK]
            return ""No MCP server is currently active, so there's nothing to disconnect from.""

        server_name = self.server_manager.active_server
        try:
            # Clear the active server
            self.server_manager.active_server = None

            # Note: We're not actually closing the session here, just 'deactivating'
            # This way we keep the session cache without requiring reconnection if needed again

            return f""Successfully disconnected from MCP server '{server_name}'.""
        except Exception as e:
            logger.error(f""Error disconnecting from server '{server_name}': {e}"")
            return f""Failed to disconnect from server '{server_name}': {str(e)}""",false,        if not self.server_manager.active_server:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . name : name : name : name : name : name . name . name . name . name . name . name . name . name . name . name . name . name . name . name . name . name . name . name . name . name . name,100.0
"def on_signal(self, signal_name: str) -> Callable:
        

        def decorator(func: Callable) -> Callable:
            unique_name = f""{signal_name}_{uuid.uuid4()}""

            async def wrapped(value: SignalValueT):
                try:
                    [IF_MASK]
                        await func(value)
                    else:
                        func(value)
                except Exception as e:
                    # Log the error but don't fail the entire signal handling
                    print(f""Error in signal handler {signal_name}: {str(e)}"")

            self._handlers.setdefault(signal_name, []).append((unique_name, wrapped))
            return wrapped

        return decorator",false,                    if asyncio.iscoroutinefunction(func):,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ is _ name : ( value , Ġ' name '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value '): ( value",100.0
"        def decorator(func: Callable) -> Callable:
            unique_name = f""{signal_name}_{uuid.uuid4()}""

            async def wrapped(value: SignalValueT):
                try:
                    [IF_MASK]
                        await func(value)
                    else:
                        func(value)
                except Exception as e:
                    # Log the error but don't fail the entire signal handling
                    print(f""Error in signal handler {signal_name}: {str(e)}"")

            self._handlers.setdefault(signal_name, []).append((unique_name, wrapped))
            return wrapped
",false,                    if asyncio.iscoroutinefunction(func):,"ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name",100.0
